,scores_teaching,scores_research,scores_citations,name,scores_industry_income,scores_international_outlook,location,stats_number_students,male_ratio,female_ratio,male_population,female_population,subjects_offered,stats_pc_intl_students
1790,0.0,0.0,0.0,"The Graduate University for Advanced Studies, SOKENDAI",0.0,0.0,Japan,491.0,29.0,71.0,142.0,349.0,"History, Philosophy & Theology,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Sociology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Communication & Media Studies,Archaeology,General Engineering,Physics & Astronomy,Agriculture & Forestry,Biological Sciences,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Computer Science,Chemical Engineering,Geography",32.0
1791,0.0,0.0,0.0,Grodno State Medical University,0.0,0.0,Belarus,4294.0,69.0,31.0,2963.0,1331.0,"Other Health,Biological Sciences",24.0
1792,0.0,0.0,0.0,Guildhall School of Music and Drama,0.0,0.0,United Kingdom,1000.0,50.0,50.0,500.0,500.0,"Art, Performing Arts & Design",34.0
1793,0.0,0.0,0.0,Hagoromo University of International Studies,0.0,0.0,Japan,1121.0,55.0,45.0,617.0,504.0,"Communication & Media Studies,Economics & Econometrics,Business & Management,Sociology,Accounting & Finance,Politics & International Studies (incl Development Studies)",21.0
1794,0.0,0.0,0.0,Hakuoh University,0.0,0.0,Japan,5159.0,44.0,56.0,2270.0,2889.0,"History, Philosophy & Theology,Geography,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Economics & Econometrics,Psychology,Law,Mathematics & Statistics,Business & Management,Sport Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences",0.0
1795,0.0,0.0,0.0,Häme University of Applied Sciences,0.0,0.0,Finland,6336.0,51.0,49.0,3231.0,3105.0,"Electrical & Electronic Engineering,Business & Management,Civil Engineering,Education,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Other Health,Computer Science,Agriculture & Forestry,General Engineering",0.0
1796,0.0,0.0,0.0,Harper Adams University,0.0,0.0,United Kingdom,2220.0,58.0,42.0,1288.0,932.0,"Biological Sciences,Mechanical & Aerospace Engineering,Veterinary Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry",0.0
1797,0.0,0.0,0.0,Hawler Medical University,0.0,0.0,Iraq,4015.0,63.0,37.0,2529.0,1486.0,"Other Health,Chemistry,Biological Sciences,Medicine & Dentistry",0.0
1798,0.0,0.0,0.0,Health Sciences University of Hokkaido,0.0,0.0,Japan,3424.0,59.0,41.0,2020.0,1404.0,"Psychology,Medicine & Dentistry,Other Health",0.0
1799,0.0,0.0,0.0,"University of Health Sciences, Turkey",0.0,0.0,Turkey,17322.0,34.0,66.0,5889.0,11433.0,"Medicine & Dentistry,Other Health",0.0
1800,0.0,0.0,0.0,Herzen State Pedagogical University of Russia,0.0,0.0,Russian Federation,14772.0,77.0,23.0,11374.0,3398.0,"Computer Science,Communication & Media Studies,Geography,Chemistry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Psychology,Education,Sociology,Mathematics & Statistics,Law,Art, Performing Arts & Design,Physics & Astronomy",14.0
1801,0.0,0.0,0.0,University of the Highlands and Islands,0.0,0.0,United Kingdom,7140.0,60.0,40.0,4284.0,2856.0,"Psychology,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Law,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Civil Engineering,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Biological Sciences,Chemistry,Other Health,Education,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Art, Performing Arts & Design,Agriculture & Forestry",12.0
1802,0.0,0.0,0.0,Hindustan Institute of Technology and Science,0.0,0.0,India,6174.0,22.0,78.0,1358.0,4816.0,"Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Architecture,Mechanical & Aerospace Engineering,Chemical Engineering,Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Law,Civil Engineering",0.0
1803,0.0,0.0,0.0,Hiroshima International University,0.0,0.0,Japan,3765.0,51.0,49.0,1920.0,1845.0,"Business & Management,Other Health,Psychology",0.0
1804,0.0,0.0,0.0,Hiroshima Shudo University,0.0,0.0,Japan,4777.0,38.0,62.0,1815.0,2962.0,"Psychology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Sociology,Business & Management,Education,Law,Other Health",0.0
1805,0.0,0.0,0.0,Hiroshima Institute of Technology,0.0,0.0,Japan,4627.0,10.0,90.0,463.0,4164.0,"Biological Sciences,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",0.0
1806,0.0,0.0,0.0,Hitotsubashi University,0.0,0.0,Japan,6215.0,32.0,68.0,1989.0,4226.0,"Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Law,Education,Mathematics & Statistics,Geography,Sport Science,Geology, Environmental, Earth & Marine Sciences,Other Health,History, Philosophy & Theology,Communication & Media Studies,Economics & Econometrics,Computer Science,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management,Medicine & Dentistry,Sociology",15.0
1807,0.0,0.0,0.0,Hokkaido University of Science,0.0,0.0,Japan,4529.0,33.0,67.0,1495.0,3034.0,"Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Electrical & Electronic Engineering,Psychology,Computer Science,Other Health,Sociology",0.0
1808,0.0,0.0,0.0,University of Human Development,0.0,0.0,Iraq,2734.0,56.0,44.0,1531.0,1203.0,"Computer Science,Communication & Media Studies,Business & Management,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Law,Accounting & Finance",0.0
1809,0.0,0.0,0.0,Humanitas University,0.0,0.0,Italy,1038.0,60.0,40.0,623.0,415.0,"Medicine & Dentistry,Biological Sciences,Other Health",19.0
1810,0.0,0.0,0.0,Humboldt State University,0.0,0.0,United States,6658.0,42.0,58.0,2796.0,3862.0,"Art, Performing Arts & Design,Other Health,Psychology,Education,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Geography,Computer Science,Economics & Econometrics,Mathematics & Statistics,General Engineering,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Biological Sciences,Physics & Astronomy,Business & Management,Sport Science",0.0
1811,0.0,0.0,0.0,Hyogo University of Teacher Education,0.0,0.0,Japan,1193.0,65.0,35.0,775.0,418.0,"Education,Psychology",0.0
1812,0.0,0.0,0.0,Icesi University,0.0,0.0,Colombia,6486.0,53.0,47.0,3438.0,3048.0,"Sociology,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Law,Psychology,Chemistry,Education,Medicine & Dentistry,General Engineering,Accounting & Finance,Computer Science,Business & Management,Politics & International Studies (incl Development Studies),Chemical Engineering,Economics & Econometrics,Other Health,Agriculture & Forestry",0.0
1813,0.0,0.0,0.0,"The ICFAI University, Jharkhand",0.0,0.0,India,599.0,28.0,72.0,168.0,431.0,"Computer Science,Law,Business & Management,General Engineering",0.0
1814,0.0,0.0,0.0,IFHE Hyderabad,0.0,0.0,India,7140.0,39.0,61.0,2785.0,4355.0,"Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Computer Science,Chemistry,Architecture,Law",0.0
1815,0.0,0.0,0.0,Ilam University of Medical Sciences,0.0,0.0,Iran,2502.0,54.0,46.0,1351.0,1151.0,"Other Health,Medicine & Dentistry",0.0
1816,0.0,0.0,0.0,Ilma University,0.0,0.0,Pakistan,3727.0,21.0,79.0,783.0,2944.0,"Business & Management,Computer Science,Communication & Media Studies",0.0
1817,0.0,0.0,0.0,Imam Ja’afar Al-Sadiq University,0.0,0.0,Iraq,11690.0,44.0,56.0,5144.0,6546.0,"Other Health,General Engineering,Law,Computer Science,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Communication & Media Studies,Business & Management",0.0
1818,0.0,0.0,0.0,Indira Gandhi Delhi Technical University for Women,0.0,0.0,India,2155.0,100.0,0.0,2155.0,0.0,"Architecture,Electrical & Electronic Engineering,Business & Management,General Engineering,Computer Science",0.0
1819,0.0,0.0,0.0,Innopolis University,0.0,0.0,Russian Federation,771.0,18.0,82.0,139.0,632.0,Computer Science,28.0
1820,0.0,0.0,0.0,Institute of Cancer Research,0.0,0.0,United Kingdom,195.0,61.0,39.0,119.0,76.0,"Biological Sciences,Medicine & Dentistry",33.0
1821,0.0,0.0,0.0,Institute of Telecommunications and Informatics of Turkmenistan,0.0,0.0,Turkmenistan,2868.0,22.0,78.0,631.0,2237.0,"Computer Science,Languages, Literature & Linguistics,Physics & Astronomy,Education,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics",0.0
1822,0.0,0.0,0.0,International Christian University,0.0,0.0,Japan,2941.0,60.0,40.0,1765.0,1176.0,"Computer Science,History, Philosophy & Theology,Physics & Astronomy,Mathematics & Statistics,Education,Communication & Media Studies,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sociology,Psychology,Business & Management,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Chemistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences",13.0
1823,0.0,0.0,0.0,Ion Mincu University of Architecture and Urbanism,0.0,0.0,Romania,2897.0,66.0,34.0,1912.0,985.0,Architecture,11.0
1824,0.0,0.0,0.0,Irkutsk National Research Technical University,0.0,0.0,Russian Federation,9542.0,36.0,64.0,3435.0,6107.0,"Psychology,Civil Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Computer Science,Accounting & Finance,Economics & Econometrics,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Law,Business & Management,Biological Sciences,Sport Science",10.0
1825,0.0,0.0,0.0,Israel Technological University,0.0,0.0,Ecuador,2745.0,38.0,62.0,1043.0,1702.0,"Electrical & Electronic Engineering,Computer Science,Psychology,Accounting & Finance,Business & Management,General Engineering,Education,Art, Performing Arts & Design",0.0
1826,0.0,0.0,0.0,Istanbul Aydın University,0.0,0.0,Turkey,26421.0,50.0,50.0,13210.0,13210.0,"Sport Science,Medicine & Dentistry,Languages, Literature & Linguistics,Communication & Media Studies,Politics & International Studies (incl Development Studies),Chemical Engineering,Architecture,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Accounting & Finance,Civil Engineering,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Other Health,Mathematics & Statistics,Computer Science",12.0
1827,0.0,0.0,0.0,Istanbul Bilgi University,0.0,0.0,Turkey,11904.0,50.0,50.0,5952.0,5952.0,"Business & Management,Computer Science,Psychology,Sociology,Languages, Literature & Linguistics,Other Health,Law,General Engineering,Architecture,Accounting & Finance,Economics & Econometrics,Mathematics & Statistics,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design",0.0
1828,0.0,0.0,0.0,Ivano Frankivsk National Technical University of Oil and Gas,0.0,0.0,Ukraine,6078.0,24.0,76.0,1459.0,4619.0,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,General Engineering,Architecture,Economics & Econometrics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Civil Engineering,Accounting & Finance,Physics & Astronomy",0.0
1829,0.0,0.0,0.0,Jabir ibn Hayyan Medical University,0.0,0.0,Iraq,1167.0,59.0,41.0,689.0,478.0,"Other Health,Medicine & Dentistry",0.0
1830,0.0,0.0,0.0,Japan University of Economics,0.0,0.0,Japan,4916.0,31.0,69.0,1524.0,3392.0,"Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Geography,Mathematics & Statistics,Communication & Media Studies,Sport Science,Psychology,Sociology,Law,Economics & Econometrics,Computer Science,Languages, Literature & Linguistics,Education,Art, Performing Arts & Design,Business & Management,History, Philosophy & Theology",70.0
1831,0.0,0.0,0.0,University of Jijel,0.0,0.0,Algeria,25634.0,72.0,28.0,18456.0,7178.0,"Law,Biological Sciences,Psychology,Chemistry,Civil Engineering,Sport Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Architecture,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering",0.0
1832,0.0,0.0,0.0,Jinnah Sindh Medical University,0.0,0.0,Pakistan,3233.0,69.0,31.0,2231.0,1002.0,"Medicine & Dentistry,Business & Management,Other Health,Education",0.0
1833,0.0,0.0,0.0,Jouf University,0.0,0.0,Saudi Arabia,22683.0,62.0,38.0,14063.0,8620.0,"Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Sociology,Architecture,Other Health,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Education,Communication & Media Studies,Business & Management,Law,Archaeology,Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy",0.0
1834,0.0,0.0,0.0,Kabardino-Balkarian State University,0.0,0.0,Russian Federation,8660.0,55.0,45.0,4763.0,3897.0,"Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Sport Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,History, Philosophy & Theology,Civil Engineering,Other Health,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Law,Accounting & Finance,Education,Biological Sciences,Mathematics & Statistics,Geography,Medicine & Dentistry,Sociology,General Engineering,Chemistry,Physics & Astronomy",13.0
